OrderID,Product,OrderStatus,text,clean_text,Sentiment
ORD200558,Phone,Delivered,I ordered a Phone and the order was Delivered. Payment was made using Online.,order phone order deliver payment make use online,Positive
ORD200559,Desk,Cancelled,I ordered a Desk and the order was Cancelled. Payment was made using Debit Card.,order desk order cancel payment make use debit card,Negative
ORD200561,Printer,Shipped,I ordered a Printer and the order was Shipped. Payment was made using Online.,order printer order ship payment make use online,Positive
ORD200562,Laptop,Returned,I ordered a Laptop and the order was Returned. Payment was made using Gift Card.,order laptop order return payment make use gift card,Negative
ORD200563,Laptop,Returned,I ordered a Laptop and the order was Returned. Payment was made using Debit Card.,order laptop order return payment make use debit card,Negative
ORD200564,Desk,Cancelled,I ordered a Desk and the order was Cancelled. Payment was made using Credit Card.,order desk order cancel payment make use credit card,Negative
ORD200566,Phone,Cancelled,I ordered a Phone and the order was Cancelled. Payment was made using Cash.,order phone order cancel payment make use cash,Negative
ORD200567,Chair,Shipped,I ordered a Chair and the order was Shipped. Payment was made using Cash.,order chair order ship payment make use cash,Positive
ORD200568,Laptop,Delivered,I ordered a Laptop and the order was Delivered. Payment was made using Online.,order laptop order deliver payment make use online,Positive
ORD200569,Desk,Shipped,I ordered a Desk and the order was Shipped. Payment was made using Cash.,order desk order ship payment make use cash,Positive
ORD200571,Tablet,Returned,I ordered a Tablet and the order was Returned. Payment was made using Gift Card.,order tablet order return payment make use gift card,Negative
ORD200572,Printer,Returned,I ordered a Printer and the order was Returned. Payment was made using Cash.,order printer order return payment make use cash,Negative
ORD200573,Chair,Cancelled,I ordered a Chair and the order was Cancelled. Payment was made using Debit Card.,order chair order cancel payment make use debit card,Negative
ORD200575,Chair,Returned,I ordered a Chair and the order was Returned. Payment was made using Gift Card.,order chair order return payment make use gift card,Negative
ORD200577,Tablet,Returned,I ordered a Tablet and the order was Returned. Payment was made using Online.,order tablet order return payment make use online,Negative
ORD200578,Monitor,Delivered,I ordered a Monitor and the order was Delivered. Payment was made using Credit Card.,order monitor order deliver payment make use credit card,Positive
ORD200579,Tablet,Shipped,I ordered a Tablet and the order was Shipped. Payment was made using Online.,order tablet order ship payment make use online,Positive
ORD200580,Monitor,Delivered,I ordered a Monitor and the order was Delivered. Payment was made using Credit Card.,order monitor order deliver payment make use credit card,Positive
ORD200581,Laptop,Delivered,I ordered a Laptop and the order was Delivered. Payment was made using Online.,order laptop order deliver payment make use online,Positive
ORD200582,Tablet,Shipped,I ordered a Tablet and the order was Shipped. Payment was made using Gift Card.,order tablet order ship payment make use gift card,Positive
ORD200583,Chair,Delivered,I ordered a Chair and the order was Delivered. Payment was made using Gift Card.,order chair order deliver payment make use gift card,Positive
ORD200584,Chair,Delivered,I ordered a Chair and the order was Delivered. Payment was made using Online.,order chair order deliver payment make use online,Positive
ORD200585,Tablet,Returned,I ordered a Tablet and the order was Returned. Payment was made using Cash.,order tablet order return payment make use cash,Negative
ORD200586,Monitor,Returned,I ordered a Monitor and the order was Returned. Payment was made using Gift Card.,order monitor order return payment make use gift card,Negative
ORD200587,Monitor,Delivered,I ordered a Monitor and the order was Delivered. Payment was made using Gift Card.,order monitor order deliver payment make use gift card,Positive
ORD200588,Monitor,Delivered,I ordered a Monitor and the order was Delivered. Payment was made using Credit Card.,order monitor order deliver payment make use credit card,Positive
ORD200589,Laptop,Delivered,I ordered a Laptop and the order was Delivered. Payment was made using Cash.,order laptop order deliver payment make use cash,Positive
ORD200590,Printer,Returned,I ordered a Printer and the order was Returned. Payment was made using Gift Card.,order printer order return payment make use gift card,Negative
ORD200591,Laptop,Shipped,I ordered a Laptop and the order was Shipped. Payment was made using Gift Card.,order laptop order ship payment make use gift card,Positive
ORD200592,Phone,Returned,I ordered a Phone and the order was Returned. Payment was made using Online.,order phone order return payment make use online,Negative
ORD200593,Monitor,Shipped,I ordered a Monitor and the order was Shipped. Payment was made using Gift Card.,order monitor order ship payment make use gift card,Positive
ORD200594,Phone,Cancelled,I ordered a Phone and the order was Cancelled. Payment was made using Credit Card.,order phone order cancel payment make use credit card,Negative
ORD200596,Desk,Returned,I ordered a Desk and the order was Returned. Payment was made using Debit Card.,order desk order return payment make use debit card,Negative
ORD200597,Desk,Cancelled,I ordered a Desk and the order was Cancelled. Payment was made using Gift Card.,order desk order cancel payment make use gift card,Negative
ORD200599,Chair,Cancelled,I ordered a Chair and the order was Cancelled. Payment was made using Online.,order chair order cancel payment make use online,Negative
ORD200600,Printer,Cancelled,I ordered a Printer and the order was Cancelled. Payment was made using Gift Card.,order printer order cancel payment make use gift card,Negative
ORD200601,Monitor,Shipped,I ordered a Monitor and the order was Shipped. Payment was made using Credit Card.,order monitor order ship payment make use credit card,Positive
ORD200604,Chair,Delivered,I ordered a Chair and the order was Delivered. Payment was made using Debit Card.,order chair order deliver payment make use debit card,Positive
ORD200605,Monitor,Shipped,I ordered a Monitor and the order was Shipped. Payment was made using Debit Card.,order monitor order ship payment make use debit card,Positive
ORD200606,Laptop,Cancelled,I ordered a Laptop and the order was Cancelled. Payment was made using Cash.,order laptop order cancel payment make use cash,Negative
ORD200607,Printer,Shipped,I ordered a Printer and the order was Shipped. Payment was made using Cash.,order printer order ship payment make use cash,Positive
ORD200608,Laptop,Cancelled,I ordered a Laptop and the order was Cancelled. Payment was made using Online.,order laptop order cancel payment make use online,Negative
ORD200609,Chair,Returned,I ordered a Chair and the order was Returned. Payment was made using Cash.,order chair order return payment make use cash,Negative
ORD200610,Desk,Returned,I ordered a Desk and the order was Returned. Payment was made using Cash.,order desk order return payment make use cash,Negative
ORD200611,Desk,Returned,I ordered a Desk and the order was Returned. Payment was made using Gift Card.,order desk order return payment make use gift card,Negative
ORD200612,Chair,Cancelled,I ordered a Chair and the order was Cancelled. Payment was made using Gift Card.,order chair order cancel payment make use gift card,Negative
ORD200613,Laptop,Returned,I ordered a Laptop and the order was Returned. Payment was made using Online.,order laptop order return payment make use online,Negative
ORD200614,Phone,Cancelled,I ordered a Phone and the order was Cancelled. Payment was made using Gift Card.,order phone order cancel payment make use gift card,Negative
ORD200615,Monitor,Returned,I ordered a Monitor and the order was Returned. Payment was made using Credit Card.,order monitor order return payment make use credit card,Negative
ORD200616,Tablet,Cancelled,I ordered a Tablet and the order was Cancelled. Payment was made using Credit Card.,order tablet order cancel payment make use credit card,Negative
ORD200617,Tablet,Cancelled,I ordered a Tablet and the order was Cancelled. Payment was made using Online.,order tablet order cancel payment make use online,Negative
ORD200618,Tablet,Returned,I ordered a Tablet and the order was Returned. Payment was made using Debit Card.,order tablet order return payment make use debit card,Negative
ORD200620,Tablet,Returned,I ordered a Tablet and the order was Returned. Payment was made using Debit Card.,order tablet order return payment make use debit card,Negative
ORD200621,Phone,Delivered,I ordered a Phone and the order was Delivered. Payment was made using Credit Card.,order phone order deliver payment make use credit card,Positive
ORD200622,Desk,Returned,I ordered a Desk and the order was Returned. Payment was made using Credit Card.,order desk order return payment make use credit card,Negative
ORD200623,Printer,Cancelled,I ordered a Printer and the order was Cancelled. Payment was made using Gift Card.,order printer order cancel payment make use gift card,Negative
ORD200624,Tablet,Delivered,I ordered a Tablet and the order was Delivered. Payment was made using Debit Card.,order tablet order deliver payment make use debit card,Positive
ORD200626,Tablet,Shipped,I ordered a Tablet and the order was Shipped. Payment was made using Online.,order tablet order ship payment make use online,Positive
ORD200627,Chair,Returned,I ordered a Chair and the order was Returned. Payment was made using Online.,order chair order return payment make use online,Negative
ORD200630,Monitor,Cancelled,I ordered a Monitor and the order was Cancelled. Payment was made using Debit Card.,order monitor order cancel payment make use debit card,Negative
ORD200631,Chair,Returned,I ordered a Chair and the order was Returned. Payment was made using Gift Card.,order chair order return payment make use gift card,Negative
ORD200632,Laptop,Delivered,I ordered a Laptop and the order was Delivered. Payment was made using Gift Card.,order laptop order deliver payment make use gift card,Positive
ORD200633,Laptop,Cancelled,I ordered a Laptop and the order was Cancelled. Payment was made using Gift Card.,order laptop order cancel payment make use gift card,Negative
ORD200634,Printer,Delivered,I ordered a Printer and the order was Delivered. Payment was made using Gift Card.,order printer order deliver payment make use gift card,Positive
ORD200635,Chair,Returned,I ordered a Chair and the order was Returned. Payment was made using Cash.,order chair order return payment make use cash,Negative
ORD200636,Laptop,Cancelled,I ordered a Laptop and the order was Cancelled. Payment was made using Cash.,order laptop order cancel payment make use cash,Negative
ORD200637,Chair,Shipped,I ordered a Chair and the order was Shipped. Payment was made using Gift Card.,order chair order ship payment make use gift card,Positive
ORD200638,Tablet,Delivered,I ordered a Tablet and the order was Delivered. Payment was made using Online.,order tablet order deliver payment make use online,Positive
ORD200639,Chair,Cancelled,I ordered a Chair and the order was Cancelled. Payment was made using Cash.,order chair order cancel payment make use cash,Negative
ORD200640,Chair,Returned,I ordered a Chair and the order was Returned. Payment was made using Gift Card.,order chair order return payment make use gift card,Negative
ORD200642,Chair,Cancelled,I ordered a Chair and the order was Cancelled. Payment was made using Credit Card.,order chair order cancel payment make use credit card,Negative
ORD200643,Laptop,Cancelled,I ordered a Laptop and the order was Cancelled. Payment was made using Cash.,order laptop order cancel payment make use cash,Negative
ORD200644,Chair,Shipped,I ordered a Chair and the order was Shipped. Payment was made using Cash.,order chair order ship payment make use cash,Positive
ORD200645,Laptop,Cancelled,I ordered a Laptop and the order was Cancelled. Payment was made using Credit Card.,order laptop order cancel payment make use credit card,Negative
ORD200646,Chair,Shipped,I ordered a Chair and the order was Shipped. Payment was made using Debit Card.,order chair order ship payment make use debit card,Positive
ORD200647,Desk,Returned,I ordered a Desk and the order was Returned. Payment was made using Cash.,order desk order return payment make use cash,Negative
ORD200648,Monitor,Delivered,I ordered a Monitor and the order was Delivered. Payment was made using Online.,order monitor order deliver payment make use online,Positive
ORD200649,Monitor,Returned,I ordered a Monitor and the order was Returned. Payment was made using Debit Card.,order monitor order return payment make use debit card,Negative
ORD200650,Desk,Delivered,I ordered a Desk and the order was Delivered. Payment was made using Gift Card.,order desk order deliver payment make use gift card,Positive
ORD200652,Chair,Shipped,I ordered a Chair and the order was Shipped. Payment was made using Online.,order chair order ship payment make use online,Positive
ORD200653,Printer,Shipped,I ordered a Printer and the order was Shipped. Payment was made using Credit Card.,order printer order ship payment make use credit card,Positive
ORD200654,Tablet,Returned,I ordered a Tablet and the order was Returned. Payment was made using Debit Card.,order tablet order return payment make use debit card,Negative
ORD200655,Chair,Cancelled,I ordered a Chair and the order was Cancelled. Payment was made using Debit Card.,order chair order cancel payment make use debit card,Negative
ORD200656,Monitor,Shipped,I ordered a Monitor and the order was Shipped. Payment was made using Gift Card.,order monitor order ship payment make use gift card,Positive
ORD200657,Tablet,Cancelled,I ordered a Tablet and the order was Cancelled. Payment was made using Cash.,order tablet order cancel payment make use cash,Negative
ORD200658,Printer,Returned,I ordered a Printer and the order was Returned. Payment was made using Gift Card.,order printer order return payment make use gift card,Negative
ORD200659,Phone,Delivered,I ordered a Phone and the order was Delivered. Payment was made using Gift Card.,order phone order deliver payment make use gift card,Positive
ORD200660,Chair,Shipped,I ordered a Chair and the order was Shipped. Payment was made using Debit Card.,order chair order ship payment make use debit card,Positive
ORD200661,Tablet,Cancelled,I ordered a Tablet and the order was Cancelled. Payment was made using Debit Card.,order tablet order cancel payment make use debit card,Negative
ORD200662,Laptop,Returned,I ordered a Laptop and the order was Returned. Payment was made using Cash.,order laptop order return payment make use cash,Negative
ORD200663,Monitor,Cancelled,I ordered a Monitor and the order was Cancelled. Payment was made using Debit Card.,order monitor order cancel payment make use debit card,Negative
ORD200664,Laptop,Shipped,I ordered a Laptop and the order was Shipped. Payment was made using Cash.,order laptop order ship payment make use cash,Positive
ORD200665,Tablet,Shipped,I ordered a Tablet and the order was Shipped. Payment was made using Online.,order tablet order ship payment make use online,Positive
ORD200666,Monitor,Cancelled,I ordered a Monitor and the order was Cancelled. Payment was made using Credit Card.,order monitor order cancel payment make use credit card,Negative
ORD200668,Monitor,Returned,I ordered a Monitor and the order was Returned. Payment was made using Cash.,order monitor order return payment make use cash,Negative
ORD200669,Desk,Cancelled,I ordered a Desk and the order was Cancelled. Payment was made using Debit Card.,order desk order cancel payment make use debit card,Negative
ORD200671,Chair,Cancelled,I ordered a Chair and the order was Cancelled. Payment was made using Gift Card.,order chair order cancel payment make use gift card,Negative
ORD200672,Phone,Shipped,I ordered a Phone and the order was Shipped. Payment was made using Debit Card.,order phone order ship payment make use debit card,Positive
ORD200673,Tablet,Delivered,I ordered a Tablet and the order was Delivered. Payment was made using Credit Card.,order tablet order deliver payment make use credit card,Positive
ORD200674,Laptop,Delivered,I ordered a Laptop and the order was Delivered. Payment was made using Gift Card.,order laptop order deliver payment make use gift card,Positive
ORD200676,Laptop,Cancelled,I ordered a Laptop and the order was Cancelled. Payment was made using Credit Card.,order laptop order cancel payment make use credit card,Negative
ORD200677,Tablet,Cancelled,I ordered a Tablet and the order was Cancelled. Payment was made using Online.,order tablet order cancel payment make use online,Negative
ORD200678,Chair,Shipped,I ordered a Chair and the order was Shipped. Payment was made using Gift Card.,order chair order ship payment make use gift card,Positive
ORD200679,Tablet,Returned,I ordered a Tablet and the order was Returned. Payment was made using Online.,order tablet order return payment make use online,Negative
ORD200680,Monitor,Returned,I ordered a Monitor and the order was Returned. Payment was made using Credit Card.,order monitor order return payment make use credit card,Negative
ORD200681,Tablet,Shipped,I ordered a Tablet and the order was Shipped. Payment was made using Debit Card.,order tablet order ship payment make use debit card,Positive
ORD200682,Monitor,Cancelled,I ordered a Monitor and the order was Cancelled. Payment was made using Credit Card.,order monitor order cancel payment make use credit card,Negative
ORD200684,Printer,Shipped,I ordered a Printer and the order was Shipped. Payment was made using Credit Card.,order printer order ship payment make use credit card,Positive
ORD200685,Desk,Shipped,I ordered a Desk and the order was Shipped. Payment was made using Debit Card.,order desk order ship payment make use debit card,Positive
ORD200687,Tablet,Returned,I ordered a Tablet and the order was Returned. Payment was made using Gift Card.,order tablet order return payment make use gift card,Negative
ORD200688,Monitor,Cancelled,I ordered a Monitor and the order was Cancelled. Payment was made using Credit Card.,order monitor order cancel payment make use credit card,Negative
ORD200689,Tablet,Shipped,I ordered a Tablet and the order was Shipped. Payment was made using Online.,order tablet order ship payment make use online,Positive
ORD200690,Monitor,Returned,I ordered a Monitor and the order was Returned. Payment was made using Gift Card.,order monitor order return payment make use gift card,Negative
ORD200691,Laptop,Shipped,I ordered a Laptop and the order was Shipped. Payment was made using Cash.,order laptop order ship payment make use cash,Positive
ORD200692,Desk,Delivered,I ordered a Desk and the order was Delivered. Payment was made using Credit Card.,order desk order deliver payment make use credit card,Positive
ORD200693,Monitor,Returned,I ordered a Monitor and the order was Returned. Payment was made using Debit Card.,order monitor order return payment make use debit card,Negative
ORD200694,Printer,Shipped,I ordered a Printer and the order was Shipped. Payment was made using Cash.,order printer order ship payment make use cash,Positive
ORD200695,Printer,Shipped,I ordered a Printer and the order was Shipped. Payment was made using Online.,order printer order ship payment make use online,Positive
ORD200697,Printer,Shipped,I ordered a Printer and the order was Shipped. Payment was made using Cash.,order printer order ship payment make use cash,Positive
ORD200698,Laptop,Delivered,I ordered a Laptop and the order was Delivered. Payment was made using Cash.,order laptop order deliver payment make use cash,Positive
ORD200699,Laptop,Cancelled,I ordered a Laptop and the order was Cancelled. Payment was made using Gift Card.,order laptop order cancel payment make use gift card,Negative
ORD200700,Laptop,Returned,I ordered a Laptop and the order was Returned. Payment was made using Cash.,order laptop order return payment make use cash,Negative
ORD200701,Monitor,Delivered,I ordered a Monitor and the order was Delivered. Payment was made using Credit Card.,order monitor order deliver payment make use credit card,Positive
ORD200702,Printer,Returned,I ordered a Printer and the order was Returned. Payment was made using Debit Card.,order printer order return payment make use debit card,Negative
ORD200704,Desk,Delivered,I ordered a Desk and the order was Delivered. Payment was made using Online.,order desk order deliver payment make use online,Positive
ORD200705,Monitor,Returned,I ordered a Monitor and the order was Returned. Payment was made using Debit Card.,order monitor order return payment make use debit card,Negative
ORD200706,Desk,Returned,I ordered a Desk and the order was Returned. Payment was made using Gift Card.,order desk order return payment make use gift card,Negative
ORD200707,Chair,Cancelled,I ordered a Chair and the order was Cancelled. Payment was made using Gift Card.,order chair order cancel payment make use gift card,Negative
ORD200710,Laptop,Returned,I ordered a Laptop and the order was Returned. Payment was made using Gift Card.,order laptop order return payment make use gift card,Negative
ORD200711,Tablet,Shipped,I ordered a Tablet and the order was Shipped. Payment was made using Online.,order tablet order ship payment make use online,Positive
ORD200713,Tablet,Cancelled,I ordered a Tablet and the order was Cancelled. Payment was made using Online.,order tablet order cancel payment make use online,Negative
ORD200715,Printer,Delivered,I ordered a Printer and the order was Delivered. Payment was made using Online.,order printer order deliver payment make use online,Positive
ORD200717,Chair,Delivered,I ordered a Chair and the order was Delivered. Payment was made using Online.,order chair order deliver payment make use online,Positive
ORD200718,Laptop,Cancelled,I ordered a Laptop and the order was Cancelled. Payment was made using Gift Card.,order laptop order cancel payment make use gift card,Negative
ORD200719,Laptop,Shipped,I ordered a Laptop and the order was Shipped. Payment was made using Debit Card.,order laptop order ship payment make use debit card,Positive
ORD200721,Desk,Delivered,I ordered a Desk and the order was Delivered. Payment was made using Credit Card.,order desk order deliver payment make use credit card,Positive
ORD200723,Desk,Returned,I ordered a Desk and the order was Returned. Payment was made using Cash.,order desk order return payment make use cash,Negative
ORD200724,Printer,Returned,I ordered a Printer and the order was Returned. Payment was made using Credit Card.,order printer order return payment make use credit card,Negative
ORD200725,Chair,Returned,I ordered a Chair and the order was Returned. Payment was made using Gift Card.,order chair order return payment make use gift card,Negative
ORD200726,Laptop,Delivered,I ordered a Laptop and the order was Delivered. Payment was made using Online.,order laptop order deliver payment make use online,Positive
ORD200727,Chair,Shipped,I ordered a Chair and the order was Shipped. Payment was made using Online.,order chair order ship payment make use online,Positive
ORD200728,Desk,Shipped,I ordered a Desk and the order was Shipped. Payment was made using Gift Card.,order desk order ship payment make use gift card,Positive
ORD200730,Phone,Delivered,I ordered a Phone and the order was Delivered. Payment was made using Debit Card.,order phone order deliver payment make use debit card,Positive
ORD200731,Printer,Returned,I ordered a Printer and the order was Returned. Payment was made using Credit Card.,order printer order return payment make use credit card,Negative
ORD200732,Laptop,Delivered,I ordered a Laptop and the order was Delivered. Payment was made using Online.,order laptop order deliver payment make use online,Positive
ORD200733,Tablet,Returned,I ordered a Tablet and the order was Returned. Payment was made using Cash.,order tablet order return payment make use cash,Negative
ORD200734,Printer,Returned,I ordered a Printer and the order was Returned. Payment was made using Credit Card.,order printer order return payment make use credit card,Negative
ORD200738,Phone,Shipped,I ordered a Phone and the order was Shipped. Payment was made using Credit Card.,order phone order ship payment make use credit card,Positive
ORD200739,Phone,Delivered,I ordered a Phone and the order was Delivered. Payment was made using Cash.,order phone order deliver payment make use cash,Positive
ORD200741,Monitor,Delivered,I ordered a Monitor and the order was Delivered. Payment was made using Gift Card.,order monitor order deliver payment make use gift card,Positive
ORD200742,Laptop,Returned,I ordered a Laptop and the order was Returned. Payment was made using Cash.,order laptop order return payment make use cash,Negative
ORD200743,Monitor,Returned,I ordered a Monitor and the order was Returned. Payment was made using Gift Card.,order monitor order return payment make use gift card,Negative
ORD200744,Tablet,Delivered,I ordered a Tablet and the order was Delivered. Payment was made using Cash.,order tablet order deliver payment make use cash,Positive
ORD200746,Desk,Cancelled,I ordered a Desk and the order was Cancelled. Payment was made using Online.,order desk order cancel payment make use online,Negative
ORD200747,Tablet,Delivered,I ordered a Tablet and the order was Delivered. Payment was made using Debit Card.,order tablet order deliver payment make use debit card,Positive
ORD200748,Tablet,Shipped,I ordered a Tablet and the order was Shipped. Payment was made using Credit Card.,order tablet order ship payment make use credit card,Positive
ORD200750,Tablet,Returned,I ordered a Tablet and the order was Returned. Payment was made using Credit Card.,order tablet order return payment make use credit card,Negative
ORD200752,Phone,Delivered,I ordered a Phone and the order was Delivered. Payment was made using Credit Card.,order phone order deliver payment make use credit card,Positive
ORD200753,Phone,Returned,I ordered a Phone and the order was Returned. Payment was made using Debit Card.,order phone order return payment make use debit card,Negative
ORD200754,Printer,Returned,I ordered a Printer and the order was Returned. Payment was made using Credit Card.,order printer order return payment make use credit card,Negative
ORD200756,Phone,Shipped,I ordered a Phone and the order was Shipped. Payment was made using Gift Card.,order phone order ship payment make use gift card,Positive
ORD200757,Desk,Delivered,I ordered a Desk and the order was Delivered. Payment was made using Debit Card.,order desk order deliver payment make use debit card,Positive
ORD200758,Tablet,Cancelled,I ordered a Tablet and the order was Cancelled. Payment was made using Credit Card.,order tablet order cancel payment make use credit card,Negative
ORD200760,Desk,Cancelled,I ordered a Desk and the order was Cancelled. Payment was made using Debit Card.,order desk order cancel payment make use debit card,Negative
ORD200761,Desk,Delivered,I ordered a Desk and the order was Delivered. Payment was made using Debit Card.,order desk order deliver payment make use debit card,Positive
ORD200762,Phone,Returned,I ordered a Phone and the order was Returned. Payment was made using Cash.,order phone order return payment make use cash,Negative
ORD200763,Laptop,Delivered,I ordered a Laptop and the order was Delivered. Payment was made using Online.,order laptop order deliver payment make use online,Positive
ORD200764,Laptop,Cancelled,I ordered a Laptop and the order was Cancelled. Payment was made using Credit Card.,order laptop order cancel payment make use credit card,Negative
ORD200765,Laptop,Returned,I ordered a Laptop and the order was Returned. Payment was made using Debit Card.,order laptop order return payment make use debit card,Negative
ORD200767,Tablet,Delivered,I ordered a Tablet and the order was Delivered. Payment was made using Credit Card.,order tablet order deliver payment make use credit card,Positive
ORD200768,Tablet,Cancelled,I ordered a Tablet and the order was Cancelled. Payment was made using Cash.,order tablet order cancel payment make use cash,Negative
ORD200769,Printer,Delivered,I ordered a Printer and the order was Delivered. Payment was made using Cash.,order printer order deliver payment make use cash,Positive
ORD200770,Desk,Returned,I ordered a Desk and the order was Returned. Payment was made using Online.,order desk order return payment make use online,Negative
ORD200771,Phone,Cancelled,I ordered a Phone and the order was Cancelled. Payment was made using Debit Card.,order phone order cancel payment make use debit card,Negative
ORD200772,Monitor,Delivered,I ordered a Monitor and the order was Delivered. Payment was made using Online.,order monitor order deliver payment make use online,Positive
ORD200773,Phone,Cancelled,I ordered a Phone and the order was Cancelled. Payment was made using Cash.,order phone order cancel payment make use cash,Negative
ORD200774,Chair,Cancelled,I ordered a Chair and the order was Cancelled. Payment was made using Credit Card.,order chair order cancel payment make use credit card,Negative
ORD200775,Phone,Cancelled,I ordered a Phone and the order was Cancelled. Payment was made using Online.,order phone order cancel payment make use online,Negative
ORD200776,Tablet,Returned,I ordered a Tablet and the order was Returned. Payment was made using Cash.,order tablet order return payment make use cash,Negative
ORD200777,Chair,Cancelled,I ordered a Chair and the order was Cancelled. Payment was made using Online.,order chair order cancel payment make use online,Negative
ORD200778,Laptop,Shipped,I ordered a Laptop and the order was Shipped. Payment was made using Credit Card.,order laptop order ship payment make use credit card,Positive
ORD200780,Laptop,Cancelled,I ordered a Laptop and the order was Cancelled. Payment was made using Online.,order laptop order cancel payment make use online,Negative
ORD200781,Phone,Delivered,I ordered a Phone and the order was Delivered. Payment was made using Gift Card.,order phone order deliver payment make use gift card,Positive
ORD200782,Monitor,Returned,I ordered a Monitor and the order was Returned. Payment was made using Online.,order monitor order return payment make use online,Negative
ORD200783,Printer,Returned,I ordered a Printer and the order was Returned. Payment was made using Gift Card.,order printer order return payment make use gift card,Negative
ORD200786,Chair,Cancelled,I ordered a Chair and the order was Cancelled. Payment was made using Online.,order chair order cancel payment make use online,Negative
ORD200787,Desk,Delivered,I ordered a Desk and the order was Delivered. Payment was made using Cash.,order desk order deliver payment make use cash,Positive
ORD200789,Tablet,Delivered,I ordered a Tablet and the order was Delivered. Payment was made using Online.,order tablet order deliver payment make use online,Positive
ORD200792,Desk,Returned,I ordered a Desk and the order was Returned. Payment was made using Debit Card.,order desk order return payment make use debit card,Negative
ORD200793,Chair,Delivered,I ordered a Chair and the order was Delivered. Payment was made using Debit Card.,order chair order deliver payment make use debit card,Positive
ORD200794,Printer,Delivered,I ordered a Printer and the order was Delivered. Payment was made using Online.,order printer order deliver payment make use online,Positive
ORD200796,Phone,Returned,I ordered a Phone and the order was Returned. Payment was made using Gift Card.,order phone order return payment make use gift card,Negative
ORD200797,Laptop,Returned,I ordered a Laptop and the order was Returned. Payment was made using Debit Card.,order laptop order return payment make use debit card,Negative
ORD200798,Phone,Returned,I ordered a Phone and the order was Returned. Payment was made using Debit Card.,order phone order return payment make use debit card,Negative
ORD200799,Laptop,Returned,I ordered a Laptop and the order was Returned. Payment was made using Debit Card.,order laptop order return payment make use debit card,Negative
ORD200800,Tablet,Returned,I ordered a Tablet and the order was Returned. Payment was made using Online.,order tablet order return payment make use online,Negative
ORD200802,Chair,Cancelled,I ordered a Chair and the order was Cancelled. Payment was made using Gift Card.,order chair order cancel payment make use gift card,Negative
ORD200803,Monitor,Returned,I ordered a Monitor and the order was Returned. Payment was made using Debit Card.,order monitor order return payment make use debit card,Negative
ORD200804,Chair,Delivered,I ordered a Chair and the order was Delivered. Payment was made using Online.,order chair order deliver payment make use online,Positive
ORD200805,Laptop,Cancelled,I ordered a Laptop and the order was Cancelled. Payment was made using Gift Card.,order laptop order cancel payment make use gift card,Negative
ORD200807,Monitor,Delivered,I ordered a Monitor and the order was Delivered. Payment was made using Online.,order monitor order deliver payment make use online,Positive
ORD200808,Desk,Shipped,I ordered a Desk and the order was Shipped. Payment was made using Credit Card.,order desk order ship payment make use credit card,Positive
ORD200809,Desk,Shipped,I ordered a Desk and the order was Shipped. Payment was made using Debit Card.,order desk order ship payment make use debit card,Positive
ORD200810,Tablet,Cancelled,I ordered a Tablet and the order was Cancelled. Payment was made using Credit Card.,order tablet order cancel payment make use credit card,Negative
ORD200811,Laptop,Shipped,I ordered a Laptop and the order was Shipped. Payment was made using Gift Card.,order laptop order ship payment make use gift card,Positive
ORD200812,Phone,Cancelled,I ordered a Phone and the order was Cancelled. Payment was made using Credit Card.,order phone order cancel payment make use credit card,Negative
ORD200813,Laptop,Cancelled,I ordered a Laptop and the order was Cancelled. Payment was made using Debit Card.,order laptop order cancel payment make use debit card,Negative
ORD200815,Printer,Cancelled,I ordered a Printer and the order was Cancelled. Payment was made using Gift Card.,order printer order cancel payment make use gift card,Negative
ORD200817,Chair,Delivered,I ordered a Chair and the order was Delivered. Payment was made using Credit Card.,order chair order deliver payment make use credit card,Positive
ORD200818,Phone,Cancelled,I ordered a Phone and the order was Cancelled. Payment was made using Credit Card.,order phone order cancel payment make use credit card,Negative
ORD200819,Phone,Cancelled,I ordered a Phone and the order was Cancelled. Payment was made using Debit Card.,order phone order cancel payment make use debit card,Negative
ORD200820,Phone,Returned,I ordered a Phone and the order was Returned. Payment was made using Cash.,order phone order return payment make use cash,Negative
ORD200821,Laptop,Delivered,I ordered a Laptop and the order was Delivered. Payment was made using Credit Card.,order laptop order deliver payment make use credit card,Positive
ORD200822,Phone,Returned,I ordered a Phone and the order was Returned. Payment was made using Gift Card.,order phone order return payment make use gift card,Negative
ORD200823,Laptop,Shipped,I ordered a Laptop and the order was Shipped. Payment was made using Credit Card.,order laptop order ship payment make use credit card,Positive
ORD200824,Monitor,Returned,I ordered a Monitor and the order was Returned. Payment was made using Credit Card.,order monitor order return payment make use credit card,Negative
ORD200825,Desk,Returned,I ordered a Desk and the order was Returned. Payment was made using Online.,order desk order return payment make use online,Negative
ORD200826,Printer,Returned,I ordered a Printer and the order was Returned. Payment was made using Online.,order printer order return payment make use online,Negative
ORD200827,Tablet,Delivered,I ordered a Tablet and the order was Delivered. Payment was made using Cash.,order tablet order deliver payment make use cash,Positive
ORD200828,Chair,Shipped,I ordered a Chair and the order was Shipped. Payment was made using Cash.,order chair order ship payment make use cash,Positive
ORD200829,Monitor,Delivered,I ordered a Monitor and the order was Delivered. Payment was made using Debit Card.,order monitor order deliver payment make use debit card,Positive
